id,scale,score,task,level
053SSAF,ME,7.108636068,ST,easy
053SSAF,PH,0.05458686,ST,easy
053SSAF,TI,10.94450738,ST,easy
053SSAF,PE,16.19118924,ST,easy
053SSAF,EF,1.865950521,ST,easy
053SSAF,FR,9.856444227,ST,easy
053SSAF,ME,15.95318576,ST,hard
053SSAF,PH,0.040351834,ST,hard
053SSAF,TI,19.92067057,ST,hard
053SSAF,PE,5.154966363,ST,hard
053SSAF,EF,19.74977865,ST,hard
053SSAF,FR,19.85229601,ST,hard
053SSAF,ME,10.07088759,MR,hard
053SSAF,PH,10.0619987,MR,hard
053SSAF,TI,10.08009115,MR,hard
053SSAF,PE,10.08719618,MR,hard
053SSAF,EF,10.10656793,MR,hard
053SSAF,FR,10.11545681,MR,hard
053SSAF,ME,10.11545681,ST,medium
053SSAF,PH,10.11545681,ST,medium
053SSAF,TI,10.11545681,ST,medium
053SSAF,PE,10.11545681,ST,medium
053SSAF,EF,10.11545681,ST,medium
053SSAF,FR,10.11545681,ST,medium
053SSAF,ME,10.17898003,MS,medium
053SSAF,PH,10.17898003,MS,medium
053SSAF,TI,10.17898003,MS,medium
053SSAF,PE,10.19187717,MS,medium
053SSAF,EF,10.20965495,MS,medium
053SSAF,FR,10.20965495,MS,medium
054SSEB,ME,17.14074164,MS,hard
054SSEB,PH,4.4740743,MS,hard
054SSEB,TI,14.84444444,MS,hard
054SSEB,PE,11.55555556,MS,hard
054SSEB,EF,13.14074164,MS,hard
054SSEB,FR,3.111111111,MS,hard
054SSEB,ME,11.80740831,ST,medium
054SSEB,PH,3.985185411,ST,medium
054SSEB,TI,13.71851942,ST,medium
054SSEB,PE,17.03703749,ST,medium
054SSEB,EF,13.17037082,ST,medium
054SSEB,FR,2.103704156,ST,medium
054SSEB,ME,9.066666667,MS,easy
054SSEB,PH,4.311111111,MS,easy
054SSEB,TI,6.785185411,MS,easy
054SSEB,PE,19.80740831,MS,easy
054SSEB,EF,7.185186089,MS,easy
054SSEB,FR,6.933333333,MS,easy
054SSEB,ME,12.77037082,MR,easy
054SSEB,PH,1.6,MR,easy
054SSEB,TI,5.437037489,MR,easy
054SSEB,PE,15.03703749,MR,easy
054SSEB,EF,11.83703749,MR,easy
054SSEB,FR,4.933333333,MR,easy
054SSEB,ME,14.60740831,MR,hard
054SSEB,PH,2.192593045,MR,hard
054SSEB,TI,5.985185411,MR,hard
054SSEB,PE,12.87407498,MR,hard
054SSEB,EF,12.91851942,MR,hard
054SSEB,FR,4.933333333,MR,hard
054SSEB,ME,15.58518609,MS,medium
054SSEB,PH,3.881481934,MS,medium
054SSEB,TI,4.088888889,MS,medium
054SSEB,PE,17.30370416,MS,medium
054SSEB,EF,15.15555556,MS,medium
054SSEB,FR,6.237037489,MS,medium
054SSEB,ME,12.17777778,ST,easy
054SSEB,PH,1.185185411,ST,easy
054SSEB,TI,3.659259711,ST,easy
054SSEB,PE,16.57777778,ST,easy
054SSEB,EF,11.30370416,ST,easy
054SSEB,FR,7.985186089,ST,easy
054SSEB,ME,13.30370416,MR,medium
054SSEB,PH,1.6740743,MR,medium
054SSEB,TI,2.296296522,MR,medium
054SSEB,PE,16.88888889,MR,medium
054SSEB,EF,12.42963053,MR,medium
054SSEB,FR,5.333333333,MR,medium
054SSEB,ME,18.31111111,ST,hard
054SSEB,PH,2.014815267,ST,hard
054SSEB,TI,16.88888889,ST,hard
054SSEB,PE,4.207407633,ST,hard
054SSEB,EF,13.45185276,ST,hard
054SSEB,FR,9.985186089,ST,hard
055SSNS,ME,11.33333333,ST,hard
055SSNS,PH,3.985185411,ST,hard
055SSNS,TI,15.8962972,ST,hard
055SSNS,PE,9.970370822,ST,hard
055SSNS,EF,12.8,ST,hard
055SSNS,FR,14.91851942,ST,hard
055SSNS,ME,13.98518609,MS,hard
055SSNS,PH,2.237037489,MS,hard
055SSNS,TI,15.80740831,MS,hard
055SSNS,PE,9.6,MS,hard
055SSNS,EF,12.91851942,MS,hard
055SSNS,FR,11.80740831,MS,hard
055SSNS,ME,11.48148193,ST,medium
055SSNS,PH,3.214815267,ST,medium
055SSNS,TI,10.05925971,ST,medium
055SSNS,PE,12.01481527,ST,medium
055SSNS,EF,11.15555556,ST,medium
055SSNS,FR,7.807408312,ST,medium
055SSNS,ME,4.459259711,MS,easy
055SSNS,PH,0.4740743,MS,easy
055SSNS,TI,0.0740743,MS,easy
055SSNS,PE,19.94074164,MS,easy
055SSNS,EF,3.925926378,MS,easy
055SSNS,FR,1.466666667,MS,easy
055SSNS,ME,8.503704156,MR,easy
055SSNS,PH,0.829629856,MR,easy
055SSNS,TI,0.014814928,MR,easy
055SSNS,PE,14.16296387,MR,easy
055SSNS,EF,7.570370822,MR,easy
055SSNS,FR,2.340740967,MR,easy
055SSNS,ME,9.688888889,MR,medium
055SSNS,PH,0.103703817,MR,medium
055SSNS,TI,0.088888889,MR,medium
055SSNS,PE,16.90370416,MR,medium
055SSNS,EF,8.888888889,MR,medium
055SSNS,FR,3.659259711,MR,medium
055SSNS,ME,9.896297201,MR,hard
055SSNS,PH,1.5703708220000001,MR,hard
055SSNS,TI,0.0740743,MR,hard
055SSNS,PE,12.65185276,MR,hard
055SSNS,EF,9.807408312,MR,hard
055SSNS,FR,5.792593045,MR,hard
055SSNS,ME,12.90370416,MS,medium
055SSNS,PH,1.985185411,MS,medium
055SSNS,TI,9.940741645,MS,medium
055SSNS,PE,12.99259304,MS,medium
055SSNS,EF,12.07407498,MS,medium
055SSNS,FR,8.637037489,MS,medium
055SSNS,ME,4.5481486,ST,easy
055SSNS,PH,0.044444444,ST,easy
055SSNS,TI,2.207407633,ST,easy
055SSNS,PE,18.9925944,ST,easy
055SSNS,EF,4.918518745,ST,easy
055SSNS,FR,2.962963189,ST,easy
056SSKA,ME,9.985185411,MS,hard
056SSKA,PH,0.903704043,MS,hard
056SSKA,TI,14.17777846,MS,hard
056SSKA,PE,11.14074142,MS,hard
056SSKA,EF,12.96296296,MS,hard
056SSKA,FR,5.466666893,MS,hard
056SSKA,ME,2.577778004,ST,easy
056SSKA,PH,0.162963019,ST,easy
056SSKA,TI,4.133333559,ST,easy
056SSKA,PE,18.05926062,ST,easy
056SSKA,EF,2.474074187,ST,easy
056SSKA,FR,2.400000113,ST,easy
056SSKA,ME,15.27407498,ST,hard
056SSKA,PH,0.237037094,ST,hard
056SSKA,TI,17.80740696,ST,hard
056SSKA,PE,4.177777891,ST,hard
056SSKA,EF,12.16296274,ST,hard
056SSKA,FR,9.985185411,ST,hard
056SSKA,ME,16.31111202,MR,easy
056SSKA,PH,1.244444671,MR,easy
056SSKA,TI,1.081481368,MR,easy
056SSKA,PE,8.222222222,MR,easy
056SSKA,EF,16.37037037,MR,easy
056SSKA,FR,11.46666689,MR,easy
056SSKA,ME,4.340740628,MS,medium
056SSKA,PH,0.829629969,MS,medium
056SSKA,TI,5.585185863,MS,medium
056SSKA,PE,17.09629765,MS,medium
056SSKA,EF,7.199999774,MS,medium
056SSKA,FR,2.474074187,MS,medium
056SSKA,ME,14.56296342,MR,hard
056SSKA,PH,0.177777891,MR,hard
056SSKA,TI,0.103703817,MR,hard
056SSKA,PE,3.925925926,MR,hard
056SSKA,EF,14.84444399,MR,hard
056SSKA,FR,14.48888934,MR,hard
056SSKA,ME,14.51851852,ST,medium
056SSKA,PH,0.118518688,ST,medium
056SSKA,TI,14.19259304,ST,medium
056SSKA,PE,6.25185253,ST,medium
056SSKA,EF,14.25185253,ST,medium
056SSKA,FR,8.414815267,ST,medium
056SSKA,ME,16.63703749,MR,medium
056SSKA,PH,0.37037037,MR,medium
056SSKA,TI,0.088888945,MR,medium
056SSKA,PE,0.400000113,MR,medium
056SSKA,EF,9.022222448,MR,medium
056SSKA,FR,17.31851987,MR,medium
056SSKA,ME,2.681481821,MS,easy
056SSKA,PH,0.281481425,MS,easy
056SSKA,TI,2.459259598,MS,easy
056SSKA,PE,19.60000045,MS,easy
056SSKA,EF,2.977778117,MS,easy
056SSKA,FR,1.585185298,MS,easy
058SSAB,ME,9.877395705,MS,medium
058SSAB,PH,0.033935948,MS,medium
058SSAB,TI,10,MS,medium
058SSAB,PE,19.65079472,MS,medium
058SSAB,EF,10.91078324,MS,medium
058SSAB,FR,9.964970431,MS,medium
058SSAB,ME,7.950738916,ST,medium
058SSAB,PH,0.086481104,ST,medium
058SSAB,TI,17.93431856,ST,medium
058SSAB,PE,7.460318529,ST,medium
058SSAB,EF,7.89819376,ST,medium
058SSAB,FR,12.99507389,ST,medium
058SSAB,ME,1.925561564,MR,easy
058SSAB,PH,0.051450733,MR,easy
058SSAB,TI,0.068965517,MR,easy
058SSAB,PE,17.81171426,MR,easy
058SSAB,EF,2.766284059,MR,easy
058SSAB,FR,1.820471252,MR,easy
058SSAB,ME,10.54296715,MR,medium
058SSAB,PH,0.174055829,MR,medium
058SSAB,TI,1.014778325,MR,medium
058SSAB,PE,10.38533168,MR,medium
058SSAB,EF,10.45539242,MR,medium
058SSAB,FR,3.36179556,MR,medium
058SSAB,ME,1.312534476,ST,easy
058SSAB,PH,0.033935948,ST,easy
058SSAB,TI,0.121510673,ST,easy
058SSAB,PE,19.9135205,ST,easy
058SSAB,EF,0.559387508,ST,easy
058SSAB,FR,0.331691297,ST,easy
058SSAB,ME,19.16037273,ST,hard
058SSAB,PH,0.524357136,ST,hard
058SSAB,TI,19.75588503,ST,hard
058SSAB,PE,0.979748756,ST,hard
058SSAB,EF,11.47126437,ST,hard
058SSAB,FR,15.76245318,ST,hard
058SSAB,ME,0.191571416,MS,easy
058SSAB,PH,0.068965517,MS,easy
058SSAB,TI,0.174055829,MS,easy
058SSAB,PE,19.9135205,MS,easy
058SSAB,EF,0.9272036,MS,easy
058SSAB,FR,0.699507389,MS,easy
058SSAB,ME,16.4455402,MS,hard
058SSAB,PH,0.068965517,MS,hard
058SSAB,TI,14.62397373,MS,hard
058SSAB,PE,8.493706063,MS,hard
058SSAB,EF,14.44882428,MS,hard
058SSAB,FR,9.947454844,MS,hard
058SSAB,ME,2.626163376,MR,hard
058SSAB,PH,0.191571416,MR,hard
058SSAB,TI,0.13902626,MR,hard
058SSAB,PE,7.652983567,MR,hard
058SSAB,EF,2.836344,MR,hard
058SSAB,FR,2.906403941,MR,hard
059SSAS,ME,14.91851942,MS,hard
059SSAS,PH,0.888888889,MS,hard
059SSAS,TI,18.04444444,MS,hard
059SSAS,PE,11.15555556,MS,hard
059SSAS,EF,15.12592638,MS,hard
059SSAS,FR,14.91851942,MS,hard
059SSAS,ME,3.096296522,MS,easy
059SSAS,PH,0.962963189,MS,easy
059SSAS,TI,0.829629856,MS,easy
059SSAS,PE,19.74814996,MS,easy
059SSAS,EF,3.881481934,MS,easy
059SSAS,FR,2.696296522,MS,easy
059SSAS,ME,12.19259304,MR,easy
059SSAS,PH,3.866666667,MR,easy
059SSAS,TI,0.962963189,MR,easy
059SSAS,PE,8.074074978,MR,easy
059SSAS,EF,7.392593045,MR,easy
059SSAS,FR,11.17037082,MR,easy
059SSAS,ME,15.82222222,MS,medium
059SSAS,PH,0.8,MS,medium
059SSAS,TI,13.18518609,MS,medium
059SSAS,PE,9.2,MS,medium
059SSAS,EF,12.97777778,MS,medium
059SSAS,FR,14.41481527,MS,medium
059SSAS,ME,15.54074164,ST,hard
059SSAS,PH,5.422222222,ST,hard
059SSAS,TI,19.98518609,ST,hard
059SSAS,PE,5.659259711,ST,hard
059SSAS,EF,17.08148193,ST,hard
059SSAS,FR,18.75555556,ST,hard
059SSAS,ME,12.84444444,ST,easy
059SSAS,PH,0.162963189,ST,easy
059SSAS,TI,8.859259711,ST,easy
059SSAS,PE,15.33333333,ST,easy
059SSAS,EF,10.10370416,ST,easy
059SSAS,FR,4.577777778,ST,easy
059SSAS,ME,5.214815267,MR,hard
059SSAS,PH,1.629629856,MR,hard
059SSAS,TI,1.644444444,MR,hard
059SSAS,PE,0.429629856,MR,hard
059SSAS,EF,3.407407633,MR,hard
059SSAS,FR,19.77777778,MR,hard
059SSAS,ME,12.08888889,ST,medium
059SSAS,PH,0,ST,medium
059SSAS,TI,1.2,ST,medium
059SSAS,PE,5.407407633,ST,medium
059SSAS,EF,5.407407633,ST,medium
059SSAS,FR,18.72592773,ST,medium
059SSAS,ME,12.19259304,MR,medium
059SSAS,PH,0.059259372,MR,medium
059SSAS,TI,0.23703715,MR,medium
059SSAS,PE,2,MR,medium
059SSAS,EF,2,MR,medium
059SSAS,FR,18.8,MR,medium
062SSON,ME,8.029630308,ST,hard
062SSON,PH,11.14074142,ST,hard
062SSON,TI,16.074074070000002,ST,hard
062SSON,PE,12.02963031,ST,hard
062SSON,EF,14.02963031,ST,hard
062SSON,FR,11.02222245,ST,hard
062SSON,ME,15.85185185,MR,easy
062SSON,PH,9.822222674,MR,easy
062SSON,TI,1.022222448,MR,easy
062SSON,PE,5.925925926,MR,easy
062SSON,EF,12.28148171,MR,easy
062SSON,FR,15.91111247,MR,easy
062SSON,ME,9.985185411,MS,easy
062SSON,PH,7.925925926,MS,easy
062SSON,TI,0.133333277,MS,easy
062SSON,PE,16.84444399,MS,easy
062SSON,EF,12.93333379,MS,easy
062SSON,FR,0.118518688,MS,easy
062SSON,ME,17.31851987,MS,medium
062SSON,PH,12.99259327,MS,medium
062SSON,TI,11.00740786,MS,medium
062SSON,PE,17.2000009,MS,medium
062SSON,EF,15.80740696,MS,medium
062SSON,FR,10.96296296,MS,medium
062SSON,ME,0.948148374,ST,easy
062SSON,PH,0.962962963,ST,easy
062SSON,TI,0.044444614,ST,easy
062SSON,PE,19.92592593,ST,easy
062SSON,EF,3.955555669,ST,easy
062SSON,FR,0.074074074,ST,easy
062SSON,ME,18.53333424,MS,hard
062SSON,PH,17.64444535,MS,hard
062SSON,TI,19.36296251,MS,hard
062SSON,PE,3.303703591,MS,hard
062SSON,EF,17.21481436,MS,hard
062SSON,FR,17.21481436,MS,hard
062SSON,ME,17.7925935,MR,medium
062SSON,PH,14.05925949,MR,medium
062SSON,TI,0.711110998,MR,medium
062SSON,PE,2.962962963,MR,medium
062SSON,EF,17.00740786,MR,medium
062SSON,FR,17.11111111,MR,medium
062SSON,ME,19.40740741,MR,hard
062SSON,PH,19.02222358,MR,hard
062SSON,TI,0.414814984,MR,hard
062SSON,PE,3.748148035,MR,hard
062SSON,EF,19.77777778,MR,hard
062SSON,FR,19.77777778,MR,hard
062SSON,ME,12.94814837,ST,medium
062SSON,PH,11.77777778,ST,medium
062SSON,TI,0.548148261,ST,medium
062SSON,PE,15.61481617,ST,medium
062SSON,EF,11.52592638,ST,medium
062SSON,FR,1.511111224,ST,medium
063SSMP,ME,10.90666667,MR,hard
063SSMP,PH,3.048888889,MR,hard
063SSMP,TI,6,MR,hard
063SSMP,PE,12.24,MR,hard
063SSMP,EF,11.90222222,MR,hard
063SSMP,FR,10.90666667,MR,hard
063SSMP,ME,12.96888889,MR,medium
063SSMP,PH,3.102222222,MR,medium
063SSMP,TI,5.111111111,MR,medium
063SSMP,PE,13.98222222,MR,medium
063SSMP,EF,14,MR,medium
063SSMP,FR,8.133333333,MR,medium
063SSMP,ME,13.89333333,MS,medium
063SSMP,PH,1.022222222,MS,medium
063SSMP,TI,13.12888889,MS,medium
063SSMP,PE,14.88888889,MS,medium
063SSMP,EF,12.98666667,MS,medium
063SSMP,FR,4.933333333,MS,medium
063SSMP,ME,7.831111111,ST,easy
063SSMP,PH,0.897777778,ST,easy
063SSMP,TI,8.115555556,ST,easy
063SSMP,PE,18.97777778,ST,easy
063SSMP,EF,8.915555556,ST,easy
063SSMP,FR,4.702222222,ST,easy
063SSMP,ME,6.995555556,MR,easy
063SSMP,PH,1.111111111,MR,easy
063SSMP,TI,6,MR,easy
063SSMP,PE,17.92888889,MR,easy
063SSMP,EF,8.044444444,MR,easy
063SSMP,FR,4.026666667,MR,easy
063SSMP,ME,2.871111111,MS,easy
063SSMP,PH,0.933333333,MS,easy
063SSMP,TI,3.955555556,MS,easy
063SSMP,PE,19.97333333,MS,easy
063SSMP,EF,5.111111111,MS,easy
063SSMP,FR,2.995555556,MS,easy
063SSMP,ME,17.89333333,MS,hard
063SSMP,PH,1.164444444,MS,hard
063SSMP,TI,14.97777778,MS,hard
063SSMP,PE,7.831111111,MS,hard
063SSMP,EF,16.00888889,MS,hard
063SSMP,FR,13.85777778,MS,hard
063SSMP,ME,10.83555556,ST,hard
063SSMP,PH,0.986666667,ST,hard
063SSMP,TI,18.01777778,ST,hard
063SSMP,PE,2.035555556,ST,hard
063SSMP,EF,18.03555556,ST,hard
063SSMP,FR,18.99555556,ST,hard
063SSMP,ME,10.99555556,ST,medium
063SSMP,PH,1.111111111,ST,medium
063SSMP,TI,13.92888889,ST,medium
063SSMP,PE,5.2,ST,medium
063SSMP,EF,12.80888889,ST,medium
063SSMP,FR,17.87555556,ST,medium
064SSAB,ME,4.992592593,ST,easy
064SSAB,PH,0,ST,easy
064SSAB,TI,11.98518519,ST,easy
064SSAB,PE,18.96296296,ST,easy
064SSAB,EF,9.985185185,ST,easy
064SSAB,FR,0,ST,easy
064SSAB,ME,16.96296296,ST,hard
064SSAB,PH,6.044444444,ST,hard
064SSAB,TI,20,ST,hard
064SSAB,PE,0,ST,hard
064SSAB,EF,15.02222222,ST,hard
064SSAB,FR,2.044444444,ST,hard
064SSAB,ME,19.94074074,MR,hard
064SSAB,PH,0,MR,hard
064SSAB,TI,0,MR,hard
064SSAB,PE,0.044444444,MR,hard
064SSAB,EF,16.05925926,MR,hard
064SSAB,FR,6.014814815,MR,hard
064SSAB,ME,9.940740741,ST,medium
064SSAB,PH,0.044444444,ST,medium
064SSAB,TI,11.91111111,ST,medium
064SSAB,PE,5.97037037,ST,medium
064SSAB,EF,10,ST,medium
064SSAB,FR,0.02962963,ST,medium
064SSAB,ME,1.096296296,MS,easy
064SSAB,PH,0.992592593,MS,easy
064SSAB,TI,0.088888889,MS,easy
064SSAB,PE,20,MS,easy
064SSAB,EF,0.992592593,MS,easy
064SSAB,FR,0,MS,easy
064SSAB,ME,16.02962963,MS,medium
064SSAB,PH,4.044444444,MS,medium
064SSAB,TI,15.06666667,MS,medium
064SSAB,PE,11.00740741,MS,medium
064SSAB,EF,9.97037037,MS,medium
064SSAB,FR,4.044444444,MS,medium
064SSAB,ME,18.11851852,MS,hard
064SSAB,PH,6.074074074,MS,hard
064SSAB,TI,18.96296296,MS,hard
064SSAB,PE,0,MS,hard
064SSAB,EF,19.02222222,MS,hard
064SSAB,FR,0,MS,hard
064SSAB,ME,12.04444444,MR,medium
064SSAB,PH,0.02962963,MR,medium
064SSAB,TI,0,MR,medium
064SSAB,PE,5.037037037,MR,medium
064SSAB,EF,16.9037037,MR,medium
064SSAB,FR,4.088888889,MR,medium
064SSAB,ME,4.02962963,MR,easy
064SSAB,PH,0.088888889,MR,easy
064SSAB,TI,0,MR,easy
064SSAB,PE,9.940740741,MR,easy
064SSAB,EF,4.992592593,MR,easy
064SSAB,FR,0.02962963,MR,easy
065SSTM,ME,11.60000045,MR,easy
065SSTM,PH,3.762963189,MR,easy
065SSTM,TI,0.474074187,MR,easy
065SSTM,PE,10.01481459,MR,easy
065SSTM,EF,12.23703681,MR,easy
065SSTM,FR,11.83703726,MR,easy
065SSTM,ME,13.97037082,MR,hard
065SSTM,PH,6.014814589,MR,hard
065SSTM,TI,2.814814815,MR,hard
065SSTM,PE,9.940740515,MR,hard
065SSTM,EF,13.02222245,MR,hard
065SSTM,FR,10.99259327,MR,hard
065SSTM,ME,14.01481459,MS,medium
065SSTM,PH,6.992593271,MS,medium
065SSTM,TI,13.89629675,MS,medium
065SSTM,PE,11.18518519,MS,medium
065SSTM,EF,13.94074051,MS,medium
065SSTM,FR,9.970370822,MS,medium
065SSTM,ME,2.888888889,ST,easy
065SSTM,PH,2.666666667,ST,easy
065SSTM,TI,10.88888889,ST,easy
065SSTM,PE,19.7481486,ST,easy
065SSTM,EF,0.740740741,ST,easy
065SSTM,FR,0.725926152,ST,easy
065SSTM,ME,3.125926265,ST,hard
065SSTM,PH,3.125926265,ST,hard
065SSTM,TI,18.97777868,ST,hard
065SSTM,PE,5.333333333,ST,hard
065SSTM,EF,11.15555601,ST,hard
065SSTM,FR,16.69629584,ST,hard
065SSTM,ME,10.05925949,ST,medium
065SSTM,PH,6.800000226,ST,medium
065SSTM,TI,13.40740741,ST,medium
065SSTM,PE,11.1259257,ST,medium
065SSTM,EF,12.19259304,ST,medium
065SSTM,FR,9.955556234,ST,medium
065SSTM,ME,6.903703478,MS,easy
065SSTM,PH,6.562963415,MS,easy
065SSTM,TI,5.911111337,MS,easy
065SSTM,PE,14.16296274,MS,easy
065SSTM,EF,6.385184959,MS,easy
065SSTM,FR,4.50370393,MS,easy
065SSTM,ME,5.970370822,MR,medium
065SSTM,PH,3.125926265,MR,medium
065SSTM,TI,0.029629743,MR,medium
065SSTM,PE,12.97777755,MR,medium
065SSTM,EF,4.19259248,MR,medium
065SSTM,FR,2.059259485,MR,medium
065SSTM,ME,11.88148216,MS,hard
065SSTM,PH,12.71111156,MS,hard
065SSTM,TI,18.01481572,MS,hard
065SSTM,PE,2.088889228,MS,hard
065SSTM,EF,13.05185163,MS,hard
065SSTM,FR,13.34814792,MS,hard
067SSDA,ME,15.25925971,MR,medium
067SSDA,PH,0.207407633,MR,medium
067SSDA,TI,1.7481486,MR,medium
067SSDA,PE,16.81481527,MR,medium
067SSDA,EF,10.91851942,MR,medium
067SSDA,FR,11.00740831,MR,medium
067SSDA,ME,11.17037082,ST,medium
067SSDA,PH,0.059259372,ST,medium
067SSDA,TI,16.26666667,ST,medium
067SSDA,PE,12.07407498,ST,medium
067SSDA,EF,14,ST,medium
067SSDA,FR,14.02963053,ST,medium
067SSDA,ME,9.111111111,ST,hard
067SSDA,PH,0.044444444,ST,hard
067SSDA,TI,19.80740831,ST,hard
067SSDA,PE,1.837037489,ST,hard
067SSDA,EF,11.02222222,ST,hard
067SSDA,FR,19.05185276,ST,hard
067SSDA,ME,18.42963053,MR,hard
067SSDA,PH,0.059259372,MR,hard
067SSDA,TI,0.059259372,MR,hard
067SSDA,PE,15.58518609,MR,hard
067SSDA,EF,17.67407498,MR,hard
067SSDA,FR,9.407408312,MR,hard
067SSDA,ME,15.58518609,MS,hard
067SSDA,PH,0.029629856,MS,hard
067SSDA,TI,18.60740831,MS,hard
067SSDA,PE,1.407407633,MS,hard
067SSDA,EF,16.85925971,MS,hard
067SSDA,FR,16.85925971,MS,hard
067SSDA,ME,13.94074164,MS,medium
067SSDA,PH,0.088888889,MS,medium
067SSDA,TI,18.08888889,MS,medium
067SSDA,PE,1.081481595,MS,medium
067SSDA,EF,11.31851942,MS,medium
067SSDA,FR,18.42963053,MS,medium
067SSDA,ME,10.45925971,MS,easy
067SSDA,PH,0.177777778,MS,easy
067SSDA,TI,3.540740967,MS,easy
067SSDA,PE,19.94074164,MS,easy
067SSDA,EF,10.51851942,MS,easy
067SSDA,FR,19.05185276,MS,easy
067SSDA,ME,7.955555556,ST,easy
067SSDA,PH,0.014814928,ST,easy
067SSDA,TI,0.740740967,ST,easy
067SSDA,PE,19.97037218,ST,easy
067SSDA,EF,6.118518745,ST,easy
067SSDA,FR,1.481481934,ST,easy
067SSDA,ME,10.81481527,MR,easy
067SSDA,PH,0,MR,easy
067SSDA,TI,0.725926039,MR,easy
067SSDA,PE,16.8,MR,easy
067SSDA,EF,10.41481527,MR,easy
067SSDA,FR,10.60740831,MR,easy
068SSMT,ME,13.44888889,ST,medium
068SSMT,PH,0.008888889,ST,medium
068SSMT,TI,19.77777778,ST,medium
068SSMT,PE,11.99111111,ST,medium
068SSMT,EF,15.90222222,ST,medium
068SSMT,FR,12.98666667,ST,medium
068SSMT,ME,1.04,ST,easy
068SSMT,PH,0.026666667,ST,easy
068SSMT,TI,0.097777778,ST,easy
068SSMT,PE,19.20888889,ST,easy
068SSMT,EF,3.013333333,ST,easy
068SSMT,FR,1.075555556,ST,easy
068SSMT,ME,7.102222222,MR,easy
068SSMT,PH,0.026666667,MR,easy
068SSMT,TI,0.044444444,MR,easy
068SSMT,PE,15.40444444,MR,easy
068SSMT,EF,7.333333333,MR,easy
068SSMT,FR,4.453333333,MR,easy
068SSMT,ME,18.97777778,MR,hard
068SSMT,PH,0.097777778,MR,hard
068SSMT,TI,0.595555556,MR,hard
068SSMT,PE,7.546666667,MR,hard
068SSMT,EF,18.49777778,MR,hard
068SSMT,FR,12.73777778,MR,hard
068SSMT,ME,18.87111111,ST,hard
068SSMT,PH,0.026666667,ST,hard
068SSMT,TI,19.84888889,ST,hard
068SSMT,PE,3.457777778,ST,hard
068SSMT,EF,19.81333333,ST,hard
068SSMT,FR,18.85333333,ST,hard
068SSMT,ME,4.577777778,MS,easy
068SSMT,PH,0.08,MS,easy
068SSMT,TI,1.004444444,MS,easy
068SSMT,PE,19.93777778,MS,easy
068SSMT,EF,4.524444444,MS,easy
068SSMT,FR,3.013333333,MS,easy
068SSMT,ME,1.057777778,MR,medium
068SSMT,PH,0.08,MR,medium
068SSMT,TI,0.008888889,MR,medium
068SSMT,PE,19.03111111,MR,medium
068SSMT,EF,2.053333333,MR,medium
068SSMT,FR,1.04,MR,medium
068SSMT,ME,18.55111111,MS,hard
068SSMT,PH,0.062222222,MS,hard
068SSMT,TI,18.32,MS,hard
068SSMT,PE,3.955555556,MS,hard
068SSMT,EF,17.00444444,MS,hard
068SSMT,FR,19.95555556,MS,hard
068SSMT,ME,15.31555556,MS,medium
068SSMT,PH,0.026666667,MS,medium
068SSMT,TI,16.54222222,MS,medium
068SSMT,PE,16.31111111,MS,medium
068SSMT,EF,12.52444444,MS,medium
068SSMT,FR,11.01333333,MS,medium
069SSMV,ME,9.980487805,MR,easy
069SSMV,PH,10.0195122,MR,easy
069SSMV,TI,1.024390244,MR,easy
069SSMV,PE,10,MR,easy
069SSMV,EF,14.95609756,MR,easy
069SSMV,FR,10,MR,easy
069SSMV,ME,1.980487805,ST,easy
069SSMV,PH,4.965853659,ST,easy
069SSMV,TI,9.980487805,ST,easy
069SSMV,PE,16.96585366,ST,easy
069SSMV,EF,10,ST,easy
069SSMV,FR,16.98536585,ST,easy
069SSMV,ME,14,MR,hard
069SSMV,PH,14.99512195,MR,hard
069SSMV,TI,0.985365854,MR,hard
069SSMV,PE,6.995121951,MR,hard
069SSMV,EF,14.97560976,MR,hard
069SSMV,FR,17.96097561,MR,hard
069SSMV,ME,4.965853659,ST,medium
069SSMV,PH,2.975609756,ST,medium
069SSMV,TI,18.99512195,ST,medium
069SSMV,PE,6.975609756,ST,medium
069SSMV,EF,17.92195122,ST,medium
069SSMV,FR,18.97560976,ST,medium
069SSMV,ME,2,MS,easy
069SSMV,PH,3.990243902,MS,easy
069SSMV,TI,1.043902439,MS,easy
069SSMV,PE,18.99512195,MS,easy
069SSMV,EF,10.97560976,MS,easy
069SSMV,FR,13.9804878,MS,easy
069SSMV,ME,2.975609756,MS,medium
069SSMV,PH,6.019512195,MS,medium
069SSMV,TI,9.96097561,MS,medium
069SSMV,PE,7.014634146,MS,medium
069SSMV,EF,14.97560976,MS,medium
069SSMV,FR,16.96585366,MS,medium
069SSMV,ME,9.941463415,MR,medium
069SSMV,PH,9.980487805,MR,medium
069SSMV,TI,3.034146341,MR,medium
069SSMV,PE,6.975609756,MR,medium
069SSMV,EF,14.97560976,MR,medium
069SSMV,FR,12.96585366,MR,medium
069SSMV,ME,9.92195122,ST,hard
069SSMV,PH,9.980487805,ST,hard
069SSMV,TI,19.9902439,ST,hard
069SSMV,PE,4.985365854,ST,hard
069SSMV,EF,15.97073171,ST,hard
069SSMV,FR,19.93170732,ST,hard
069SSMV,ME,10.0195122,MS,hard
069SSMV,PH,14.91707317,MS,hard
069SSMV,TI,15.03414634,MS,hard
